,Pick,Team,Name,College,Seasons,Games,Minutes Played,Points,Total Rebounds,Assists,FG%,3P%,FT%,MPG,PPG,TRPG,APG,Win Share,Win Share/48,Box +/-,VORP
544,40,ATL,Hanno Mottola\mottoha01,University of Utah,2,155,2360,715,442,75,.442,.063,.783,15.2,4.6,2.9,0.5,0.9,.019,-5.8,-2.3
545,41,SAS,Chris Carrawell,Duke University,,,,,,,,,,,,,,,,,
546,42,SEA,Olumide Oyedeji\oyedeol01,,3,93,587,127,196,11,.495,,.659,6.3,1.4,2.1,0.1,1.2,.095,-4.7,-0.4
547,43,MIL,Michael Redd\reddmi01,Ohio State University,12,629,20104,11972,2411,1338,.447,.380,.838,32.0,19.0,3.8,2.1,55.9,.134,0.9,14.9
548,44,DET,Brian Cardinal\cardibr01,Purdue University,12,456,6477,2108,1050,465,.408,.372,.861,14.2,4.6,2.3,1.0,15.4,.114,0.7,4.5
549,45,SAC,Jabari Smith\smithja01,Louisiana State University,4,108,1063,329,178,66,.413,.125,.690,9.8,3.0,1.6,0.6,1.3,.058,-4.0,-0.5
550,46,TOR,DeeAndre Hulett,College of the Sequoias,,,,,,,,,,,,,,,,,
551,47,SEA,Josip Sesar,,,,,,,,,,,,,,,,,,
552,48,PHI,Mark Karcher,Temple University,,,,,,,,,,,,,,,,,
553,49,MIL,Jason Hart\hartja01,Syracuse University,9,341,5289,1623,567,774,.417,.315,.788,15.5,4.8,1.7,2.3,8.6,.078,-1.7,0.3
554,50,UTA,Kaniel Dickens\dickeka01,University of Idaho,3,19,85,22,12,2,.400,.333,.750,4.5,1.2,0.6,0.1,0.1,.055,-5.0,-0.1
555,51,MIN,Igor Rakocevic\rakocig01,,1,42,244,78,17,33,.379,.417,.806,5.8,1.9,0.4,0.8,0.1,.022,-7.1,-0.3
556,52,MIA,Ernest Brown\browner01,Indian Hills Community College,1,3,21,3,6,0,.167,,.250,7.0,1.0,2.0,0.0,-0.2,-.349,-24.7,-0.1
557,53,DEN,Dan McClintock\mcclida01,Northern Arizona University,1,6,58,18,17,1,.500,,.000,9.7,3.0,2.8,0.2,0.0,.007,-6.6,-0.1
558,54,SAS,Cory Hightower,Indian Hills Community College,,,,,,,,,,,,,,,,,
559,55,GSW,Chris Porter\portech01,Auburn University,1,51,1147,440,189,61,.389,.000,.667,22.5,8.6,3.7,1.2,0.2,.008,-4.6,-0.8
560,56,IND,Jaquay Walls,University of Colorado,,,,,,,,,,,,,,,,,
561,57,ATL,Scoonie Penn,Ohio State University,,,,,,,,,,,,,,,,,
562,58,DAL,Pete Mickeal,University of Cincinnati,,,,,,,,,,,,,,,,,
563,1,WAS,Kwame Brown\brownkw01,,12,607,13389,4035,3333,554,.492,.111,.570,22.1,6.6,5.5,0.9,20.8,.074,-2.1,-0.4
564,2,LAC,Tyson Chandler\chandty01,,16,1033,29372,9002,9676,871,.594,.000,.647,28.4,8.7,9.4,0.8,96.7,.158,1.6,26.7
565,3,ATL,Pau Gasol\gasolpa01,,16,1115,38743,19957,10513,3631,.510,.366,.753,34.7,17.9,9.4,3.3,136.8,.169,3.6,54.2
566,4,CHI,Eddy Curry\curryed01,,11,527,13109,6820,2725,287,.545,1.000,.642,24.9,12.9,5.2,0.5,21.7,.080,-3.5,-5.0
567,5,GSW,Jason Richardson\richaja01,Michigan State University,13,857,29241,14644,4245,2284,.438,.370,.707,34.1,17.1,5.0,2.7,59.1,.097,1.3,24.4
568,6,MEM,Shane Battier\battish01,Duke University,13,977,30004,8408,4082,1717,.437,.384,.743,30.7,8.6,4.2,1.8,75.7,.121,2.9,37.0
569,7,NJN,Eddie Griffin\griffed01,Seton Hall University,5,303,6729,2171,1744,236,.377,.315,.671,22.2,7.2,5.8,0.8,10.9,.078,-1.0,1.7
570,8,CLE,DeSagana Diop\diopde01,,12,601,8403,1185,2219,270,.427,.167,.467,14.0,2.0,3.7,0.4,12.8,.073,0.0,4.3
571,9,DET,Rodney White\whitero02,University of North Carolina at Charlotte,4,218,3354,1540,485,237,.424,.314,.749,15.4,7.1,2.2,1.1,1.8,.026,-3.8,-1.5
572,10,BOS,Joe Johnson\johnsjo02,University of Arkansas,16,1217,42928,19971,4877,4909,.442,.373,.802,35.3,16.4,4.0,4.0,81.4,.091,0.5,26.8
573,11,BOS,Kedrick Brown\brownke01,Okaloosa-Walton Community College,4,143,1935,509,347,103,.405,.274,.640,13.5,3.6,2.4,0.7,3.0,.074,-2.2,-0.1
574,12,SEA,Vladimir Radmanovic\radmavl01,,12,737,16164,5879,2784,998,.415,.378,.758,21.9,8.0,3.8,1.4,26.5,.079,-0.1,7.7
575,13,HOU,Richard Jefferson\jefferi01,University of Arizona,16,1156,34038,14856,4689,2392,.464,.377,.768,29.4,12.9,4.1,2.1,82.8,.117,0.3,19.9
576,14,GSW,Troy Murphy\murphtr01,University of Notre Dame,12,729,19921,7860,5708,1088,.445,.388,.785,27.3,10.8,7.8,1.5,50.3,.121,-0.1,9.5
577,15,ORL,Steven Hunter\huntest01,DePaul University,8,400,5993,1817,1264,79,.560,.000,.485,15.0,4.5,3.2,0.2,10.6,.085,-2.8,-1.3
578,16,CHH,Kirk Haston\hastoki01,Indiana University,2,27,134,32,27,8,.232,.000,.500,5.0,1.2,1.0,0.3,-0.5,-.197,-13.5,-0.4
579,17,TOR,Michael Bradley\bradlmi01,Villanova University,5,173,2016,483,591,93,.477,.143,.511,11.7,2.8,3.4,0.5,2.0,.047,-3.7,-0.9
580,18,HOU,Jason Collins\collija04,Stanford University,13,735,14974,2621,2706,626,.411,.206,.647,20.4,3.6,3.7,0.9,20.1,.064,-2.0,0.2
581,19,POR,Zach Randolph\randoza01,Michigan State University,16,1054,33048,17684,9794,1918,.471,.253,.763,31.4,16.8,9.3,1.8,79.7,.116,-0.4,13.6
582,20,CLE,Brendan Haywood\haywobr01,University of North Carolina,13,816,18680,5538,4875,442,.528,.000,.587,22.9,6.8,6.0,0.5,43.8,.113,-0.2,8.4
583,21,BOS,Joseph Forte\fortejo01,University of North Carolina,2,25,125,30,17,17,.234,.000,.800,5.0,1.2,0.7,0.7,-0.4,-.166,-10.1,-0.3
584,22,ORL,Jeryl Sasser\sasseje01,Southern Methodist University,2,82,1061,204,191,67,.303,.295,.687,12.9,2.5,2.3,0.8,0.7,.032,-2.9,-0.2
585,23,HOU,Brandon Armstrong\armstbr01,Pepperdine University,3,108,699,239,63,24,.352,.333,.600,6.5,2.2,0.6,0.2,-0.6,-.039,-8.6,-1.2
586,24,UTA,Raul Lopez\lopezra01,,2,113,2135,733,194,428,.429,.346,.853,18.9,6.5,1.7,3.8,2.1,.047,-3.5,-0.8
587,25,SAC,Gerald Wallace\wallage01,University of Alabama,14,832,24731,9933,4838,1725,.469,.312,.709,29.7,11.9,5.8,2.1,59.7,.116,2.4,27.3
588,26,PHI,Samuel Dalembert\dalemsa01,Seton Hall University,13,886,21646,6814,6942,465,.521,.083,.706,24.4,7.7,7.8,0.5,51.3,.114,-0.7,7.2
589,27,MEM,Jamaal Tinsley\tinslja01,Iowa State University,11,547,14443,4652,1605,3330,.393,.299,.716,26.4,8.5,2.9,6.1,17.2,.057,-0.4,5.7
590,28,SAS,Tony Parker\parketo01,,16,1139,36125,18480,3213,6622,.493,.328,.753,31.7,16.2,2.8,5.8,108.7,.144,1.0,27.0
591,29,CHI,Trenton Hassell\hassetr01,Austin Peay State University,9,644,16278,3741,1826,1132,.445,.318,.765,25.3,5.8,2.8,1.8,13.8,.041,-2.3,-1.3
592,30,GSW,Gilbert Arenas\arenagi01,University of Arizona,11,552,19351,11402,2168,2909,.421,.351,.803,35.1,20.7,3.9,5.3,51.3,.127,2.9,24.1
593,31,ORL,Omar Cook\cookom01,St. John's University,2,22,213,37,13,46,.333,.000,.500,9.7,1.7,0.6,2.1,-0.1,-.021,-6.1,-0.2
594,32,MEM,Will Solomon\solomwi01,Clemson University,2,115,1584,584,132,225,.378,.298,.692,13.8,5.1,1.1,2.0,0.0,.000,-4.7,-1.1
595,33,ATL,Terence Morris\morrite01,University of Maryland,3,139,1934,472,377,93,.407,.196,.711,13.9,3.4,2.7,0.7,1.0,.025,-3.6,-0.8
596,34,NJN,Brian Scalabrine\scalabr01,University of Southern California,11,520,6772,1594,1034,436,.390,.344,.783,13.0,3.1,2.0,0.8,7.6,.054,-2.6,-1.1
597,35,CLE,Jeff Trepagnier\trepaje01,University of Southern California,3,31,270,88,43,22,.337,.462,.700,8.7,2.8,1.4,0.7,-0.2,-.038,-4.8,-0.2
598,36,PHI,Damone Brown\brownda02,Syracuse University,4,39,351,108,52,19,.336,.286,.667,9.0,2.8,1.3,0.5,-0.7,-.100,-10.3,-0.7
599,37,DET,Mehmet Okur\okurme01,,10,634,18429,8561,4436,1089,.458,.375,.797,29.1,13.5,7.0,1.7,54.7,.142,1.4,15.7
600,38,NYK,Michael Wright,University of Arizona,,,,,,,,,,,,,,,,,
601,39,SEA,Earl Watson\watsoea01,University of California Los Angeles,13,878,19494,5593,1985,3871,.411,.324,.703,22.2,6.4,2.3,4.4,19.2,.047,-1.8,1.0
602,40,IND,Jamison Brewer\breweja01,Auburn University,4,54,468,89,50,56,.372,.250,.393,8.7,1.6,0.9,1.0,0.0,-.001,-4.4,-0.3
603,41,SEA,Bobby Simmons\simmobo01,DePaul University,10,466,11513,4189,1791,710,.437,.396,.823,24.7,9.0,3.8,1.5,20.1,.084,-0.1,5.4
604,42,NYK,Eric Chenowith,University of Kansas,,,,,,,,,,,,,,,,,
605,43,DAL,Kyle Hill,Eastern Illinois University,,,,,,,,,,,,,,,,,
606,44,CHI,Sean Lampley\lamplse01,University of California,2,45,550,203,94,33,.463,.000,.691,12.2,4.5,2.1,0.7,1.1,.096,-3.2,-0.2
607,45,MIN,Loren Woods\woodslo01,University of Arizona,6,215,2428,555,682,74,.419,.143,.642,11.3,2.6,3.2,0.3,3.1,.062,-2.9,-0.6
608,46,DEN,Ousmane Cisse,,,,,,,,,,,,,,,,,,
609,47,MEM,Antonis Fotsis\fotsian01,,1,28,320,108,62,10,.404,.304,.850,11.4,3.9,2.2,0.4,0.1,.017,-4.9,-0.2
610,48,MIA,Ken Johnson\johnske03,Ohio State University,1,16,156,32,32,0,.405,,.333,9.8,2.0,2.0,0.0,0.0,-.002,-10.0,-0.3
611,49,POR,Ruben Boumtje-Boumtje\boumtru01,Georgetown University,3,44,276,43,57,6,.368,,.556,6.3,1.0,1.3,0.1,0.2,.027,-4.5,-0.2
612,50,PHO,Alton Ford\fordal02,University of Houston,3,73,524,186,124,11,.507,,.697,7.2,2.5,1.7,0.2,0.8,.074,-6.5,-0.6
613,51,MIL,Andre Hutson,Michigan State University,,,,,,,,,,,,,,,,,
614,52,UTA,Jarron Collins\collija03,Stanford University,10,542,8542,2095,1579,419,.455,.000,.699,15.8,3.9,2.9,0.8,15.7,.088,-1.8,0.5
615,53,DAL,Kenny Satterfield\satteke01,University of Cincinnati,2,75,1062,321,95,176,.335,.218,.746,14.2,4.3,1.3,2.3,-1.1,-.051,-6.1,-1.1
616,54,SAC,Maurice Jeffers,Saint Louis University,,,,,,,,,,,,,,,,,
617,55,SAS,Robertas Javtokas\javtoro01,,,,,,,,,,,,,,,,,,
618,56,PHI,Alvin Jones\jonesal01,Georgia Institute of Technology,1,23,126,26,36,3,.400,,.500,5.5,1.1,1.6,0.1,0.1,.034,-4.5,-0.1
619,57,SAS,Bryan Bracey,University of Oregon,,,,,,,,,,,,,,,,,
620,1,HOU,Yao Ming\mingya01,,8,486,15818,9247,4494,769,.524,.200,.833,32.5,19.0,9.2,1.6,65.9,.200,2.3,17.0
621,2,CHI,Jay Williams\willija03,Duke University,1,75,1961,714,195,350,.399,.322,.640,26.1,9.5,2.6,4.7,0.8,.020,-2.2,-0.1
622,3,GSW,Mike Dunleavy\dunlemi02,Duke University,15,981,27264,11008,4204,2180,.441,.376,.803,27.8,11.2,4.3,2.2,58.2,.102,0.3,15.8
623,4,MEM,Drew Gooden\goodedr01,University of Kansas,14,790,20127,8653,5618,896,.462,.257,.760,25.5,11.0,7.1,1.1,43.9,.105,-1.5,2.3
624,5,DEN,Nikoloz Tskitishvili\tskitni01,,4,172,1946,507,307,114,.304,.235,.730,11.3,2.9,1.8,0.7,-1.6,-.039,-6.3,-2.1
625,6,CLE,Dajuan Wagner\wagneda02,University of Memphis,4,103,2202,964,142,195,.366,.321,.770,21.4,9.4,1.4,1.9,0.0,.000,-5.6,-2.0
626,7,NYK,Nene Hilario\hilarne01,,15,868,23879,10385,5516,1644,.547,.146,.662,27.5,12.0,6.4,1.9,69.2,.139,2.0,24.2
627,8,LAC,Chris Wilcox\wilcoch01,University of Maryland,11,628,12474,5150,3076,455,.541,.000,.643,19.9,8.2,4.9,0.7,26.9,.103,-1.6,1.2
628,9,PHO,Amar'e Stoudemire\stoudam01,,14,846,26254,15994,6632,1050,.537,.236,.761,31.0,18.9,7.8,1.2,92.5,.169,0.5,16.8
629,10,MIA,Caron Butler\butleca01,University of Connecticut,14,881,28333,12430,4387,2007,.434,.348,.847,32.2,14.1,5.0,2.3,50.9,.086,0.2,15.9
630,11,WAS,Jared Jeffries\jeffrja01,Indiana University,11,629,13579,3003,2563,798,.426,.250,.583,21.6,4.8,4.1,1.3,13.1,.046,-0.9,3.8
631,12,LAC,Melvin Ely\elyme01,California State University Fresno,9,375,6005,1992,1215,261,.460,.000,.625,16.0,5.3,3.2,0.7,4.0,.032,-3.6,-2.4
632,13,MIL,Marcus Haislip\haislma01,University of Tennessee,4,89,854,311,131,16,.437,.350,.659,9.6,3.5,1.5,0.2,0.5,.026,-6.2,-0.9
633,14,IND,Fred Jones\jonesfr01,University of Oregon,7,430,10299,3206,958,990,.411,.353,.809,24.0,7.5,2.2,2.3,16.5,.077,-0.9,2.8
634,15,HOU,Bostjan Nachbar\nachbbo01,,6,317,5628,2252,836,283,.406,.375,.784,17.8,7.1,2.6,0.9,8.7,.074,-2.3,-0.4
635,16,PHI,Jiri Welsch\welscji01,,4,247,4596,1519,602,375,.403,.343,.752,18.6,6.1,2.4,1.5,5.7,.059,-2.1,-0.1
636,17,WAS,Juan Dixon\dixonju01,University of Maryland,7,436,8509,3678,816,775,.413,.341,.833,19.5,8.4,1.9,1.8,6.1,.034,-3.0,-2.1
637,18,ORL,Curtis Borchardt\borchcu01,Stanford University,2,83,1117,258,278,64,.421,.000,.742,13.5,3.1,3.3,0.8,1.0,.041,-2.4,-0.1
638,19,UTA,Ryan Humphrey\humphry01,University of Notre Dame,3,85,772,197,189,18,.344,.000,.539,9.1,2.3,2.2,0.2,-0.4,-.027,-7.6,-1.1
639,20,TOR,Kareem Rush\rushka01,University of Missouri,7,346,5956,2213,572,353,.400,.358,.703,17.2,6.4,1.7,1.0,1.7,.013,-4.1,-3.2
640,21,POR,Qyntel Woods\woodsqy01,Northeast Mississippi Community College,4,167,2060,691,385,105,.452,.357,.603,12.3,4.1,2.3,0.6,1.4,.032,-3.0,-0.5
641,22,PHO,Casey Jacobsen\jacobca01,Stanford University,4,287,5320,1488,516,304,.393,.352,.769,18.5,5.2,1.8,1.1,6.2,.056,-2.3,-0.4
642,23,DET,Tayshaun Prince\princta01,University of Kentucky,14,1017,31576,11272,4332,2406,.455,.367,.756,31.0,11.1,4.3,2.4,63.1,.096,0.1,16.6
643,24,NJN,Nenad Krstic\krstine01,,7,419,10547,4210,2261,346,.494,.143,.730,25.2,10.0,5.4,0.8,21.5,.098,-2.6,-1.5
644,25,DEN,Frank Williams\willifr02,University of Illinois at Urbana-Champaign,3,86,952,253,77,166,.352,.300,.833,11.1,2.9,0.9,1.9,0.1,.003,-5.0,-0.7
645,26,SAS,John Salmons\salmojo01,University of Miami,13,895,23672,8292,2603,2183,.431,.366,.799,26.4,9.3,2.9,2.4,33.9,.069,-1.0,5.8
646,27,LAL,Chris Jefferies\jeffech01,California State University Fresno,2,72,861,281,88,29,.383,.365,.667,12.0,3.9,1.2,0.4,-0.5,-.030,-6.3,-0.9
647,28,SAC,Dan Dickau\dickada01,Gonzaga University,6,300,4617,1745,405,752,.401,.341,.831,15.4,5.8,1.4,2.5,5.9,.061,-2.3,-0.4
648,29,GSW,Steve Logan,University of Cincinnati,,,,,,,,,,,,,,,,,
649,30,CHI,Roger Mason\masonro01,University of Virginia,10,518,9147,3289,897,677,.408,.383,.866,17.7,6.3,1.7,1.3,13.0,.068,-1.8,0.5
650,31,MEM,Robert Archibald\archiro01,University of Illinois at Urbana-Champaign,2,44,328,51,69,16,.283,,.429,7.5,1.2,1.6,0.4,0.0,-.004,-5.0,-0.2
651,32,DEN,Vincent Yarbrough\yarbrvi01,University of Tennessee,1,59,1381,406,162,130,.393,.269,.790,23.4,6.9,2.7,2.2,1.0,.035,-2.4,-0.1
652,33,MIL,Dan Gadzuric\gadzuda01,University of California Los Angeles,10,527,7793,2465,2326,196,.500,.000,.498,14.8,4.7,4.4,0.4,15.8,.097,-1.3,1.3
653,34,CLE,Carlos Boozer\boozeca01,Duke University,13,861,26901,13976,8192,1928,.521,.071,.722,31.2,16.2,9.5,2.2,80.3,.143,1.2,22.1
654,35,NYK,Milos Vujanic,,,,,,,,,,,,,,,,,,
655,36,ATL,David Andersen\anderda03,,2,103,1264,501,292,57,.440,.347,.674,12.3,4.9,2.8,0.6,1.5,.059,-4.2,-0.7
656,37,HOU,Tito Maddox\maddoti01,California State University Fresno,1,9,35,11,7,5,.250,.000,.625,3.9,1.2,0.8,0.6,0.0,-.011,-2.2,0.0
657,38,WAS,Rod Grizzard,University of Alabama,,,,,,,,,,,,,,,,,
658,39,WAS,Juan Carlos Navarro\navarju01,,1,82,2117,896,210,177,.402,.361,.849,25.8,10.9,2.6,2.2,1.4,.031,-2.3,-0.1
659,40,LAC,Mario Kasun\kasunma01,,2,73,569,198,188,11,.467,.000,.636,7.8,2.7,2.6,0.2,0.8,.069,-5.9,-0.6
660,41,MIL,Ronald Murray\murraro01,Shaw University,8,487,11077,4817,1006,1096,.414,.304,.725,22.7,9.9,2.1,2.3,8.5,.037,-2.9,-2.6
661,42,POR,Jason Jennings,Arkansas State University,,,,,,,,,,,,,,,,,
662,43,CHI,Lonny Baxter\baxtelo01,University of Maryland,4,162,1884,637,477,40,.466,.200,.657,11.6,3.9,2.9,0.2,2.9,.075,-5.1,-1.5
663,44,PHI,Sam Clancy,University of Southern California,,,,,,,,,,,,,,,,,
664,45,MEM,Matt Barnes\barnema02,University of California Los Angeles,14,927,21931,7578,4272,1687,.437,.335,.745,23.7,8.2,4.6,1.8,42.7,.093,1.0,16.7
665,46,UTA,Jamal Sampson\sampsja01,University of California,5,72,631,142,242,26,.491,.000,.537,8.8,2.0,3.4,0.4,1.4,.106,-2.1,0.0
666,47,MIL,Chris Owens\owensch01,University of Texas at Austin,1,1,6,4,1,0,.667,,,6.0,4.0,1.0,0.0,0.0,-.032,-10.7,0.0
667,48,SEA,Peter Fehse,,,,,,,,,,,,,,,,,,
668,49,BOS,Darius Songaila\songada01,Wake Forest University,8,495,9229,3415,1689,589,.499,.158,.844,18.6,6.9,3.4,1.2,15.9,.083,-1.7,0.7
669,50,POR,Federico Kammerichs,,,,,,,,,,,,,,,,,,
670,51,MIN,Marcus Taylor,Michigan State University,,,,,,,,,,,,,,,,,
671,52,MIA,Rasual Butler\butlera01,La Salle University,13,809,17219,6092,1934,658,.403,.362,.747,21.3,7.5,2.4,0.8,20.8,.058,-2.1,-0.4
672,53,NJN,Tamar Slay\slayta01,Marshall University,3,66,517,173,70,31,.361,.265,.538,7.8,2.6,1.1,0.5,-0.3,-.029,-6.0,-0.5
673,54,DAL,Mladen Sekularac,,,,,,,,,,,,,,,,,,
674,55,SAS,Luis Scola\scolalu01,,10,743,19001,8882,4941,1194,.493,.339,.740,25.6,12.0,6.7,1.6,45.7,.115,-0.5,7.3
675,56,SAS,Randy Holcomb\holcora01,San Diego State University,1,4,11,2,1,0,1.000,,,2.8,0.5,0.3,0.0,0.0,.150,-1.8,0.0
676,57,SAC,Corsley Edwards\edwarco01,Central Connecticut State University,1,10,110,27,25,3,.323,,.583,11.0,2.7,2.5,0.3,0.1,.026,-5.2,-0.1
677,1,CLE,LeBron James\jamesle01,,14,1058,41146,28692,7675,7438,.501,.342,.740,38.9,27.1,7.3,7.0,204.6,.239,9.1,115.4
678,2,DET,Darko Milicic\milicda01,,10,468,8638,2813,1971,405,.460,.000,.574,18.5,6.0,4.2,0.9,7.1,.040,-1.6,0.8
679,3,DEN,Carmelo Anthony\anthoca01,Syracuse University,14,974,35280,24116,6420,3051,.452,.346,.813,36.2,24.8,6.6,3.1,96.9,.132,1.3,29.4
680,4,TOR,Chris Bosh\boshch01,Georgia Institute of Technology,13,893,31936,17189,7592,1795,.494,.335,.799,35.8,19.2,8.5,2.0,106.0,.159,1.4,27.5
681,5,MIA,Dwyane Wade\wadedw01,Marquette University,14,912,32283,21283,4382,5165,.485,.287,.768,35.4,23.3,4.8,5.7,117.1,.174,5.1,57.8
682,6,LAC,Chris Kaman\kamanch01,Central Michigan University,13,735,19642,8208,5582,921,.489,.042,.743,26.7,11.2,7.6,1.3,24.6,.060,-2.0,0.0
683,7,CHI,Kirk Hinrich\hinriki01,University of Kansas,13,879,27015,9594,2576,4245,.411,.375,.800,30.7,10.9,2.9,4.8,52.5,.093,0.2,14.7
684,8,MIL,T.J. Ford\fordtj01,University of Texas at Austin,8,429,11882,4797,1331,2495,.433,.289,.815,27.7,11.2,3.1,5.8,16.9,.068,-0.8,3.6
685,9,NYK,Mike Sweetney\sweetmi01,Georgetown University,4,233,3610,1516,1045,145,.485,.000,.689,15.5,6.5,4.5,0.6,7.8,.103,-2.1,-0.1
686,10,WAS,Jarvis Hayes\hayesja01,University of Georgia,7,427,9898,3553,1330,459,.415,.356,.798,23.2,8.3,3.1,1.1,10.2,.049,-2.9,-2.2
687,11,GSW,Mickael Pietrus\pietrmi01,,10,557,11950,4629,1723,445,.425,.355,.665,21.5,8.3,3.1,0.8,19.7,.079,-0.9,3.4
688,12,SEA,Nick Collison\collini01,University of Kansas,13,892,18506,5318,4674,933,.533,.210,.726,20.7,6.0,5.2,1.0,44.3,.115,0.4,11.4
689,13,MEM,Marcus Banks\banksma01,University of Nevada Las Vegas,8,348,5571,2061,519,728,.432,.327,.768,16.0,5.9,1.5,2.1,6.6,.057,-2.4,-0.6
690,14,SEA,Luke Ridnour\ridnolu01,University of Oregon,12,830,21623,7740,1877,3713,.431,.349,.862,26.1,9.3,2.3,4.5,36.0,.080,-0.9,5.8
691,15,ORL,Reece Gaines\gainere01,University of Louisville,3,71,605,123,53,50,.324,.269,.606,8.5,1.7,0.7,0.7,-0.6,-.049,-7.7,-0.9
692,16,BOS,Troy Bell\belltr01,Boston College,1,6,34,11,4,4,.222,.000,1.000,5.7,1.8,0.7,0.7,-0.2,-.326,-14.4,-0.1
693,17,PHO,Zarko Cabarkapa\cabarza01,,3,150,1550,640,312,85,.427,.273,.733,10.3,4.3,2.1,0.6,1.1,.035,-5.2,-1.3
694,18,NOH,David West\westda01,Xavier University,14,957,28084,13519,6339,2126,.493,.261,.818,29.3,14.1,6.6,2.2,82.4,.141,1.5,24.5
695,19,UTA,Sasha Pavlovic\pavloal01,,10,567,8888,2787,1000,517,.404,.346,.673,15.7,4.9,1.8,0.9,7.0,.038,-3.4,-3.2
696,20,BOS,Dahntay Jones\jonesda02,Duke University,12,623,9787,3344,1080,528,.439,.331,.751,15.7,5.4,1.7,0.8,9.9,.048,-3.6,-4.1
697,21,ATL,Boris Diaw\diawbo01,,14,1060,28697,9121,4626,3671,.493,.337,.716,27.1,8.6,4.4,3.5,51.4,.086,0.7,19.4
698,22,NJN,Zoran Planinic\planizo01,,3,148,1584,561,198,165,.405,.289,.677,10.7,3.8,1.3,1.1,1.5,.046,-4.2,-0.9
699,23,POR,Travis Outlaw\outlatr01,,11,622,13026,5273,1974,514,.423,.337,.744,20.9,8.5,3.2,0.8,16.5,.061,-2.3,-0.9
700,24,LAL,Brian Cook\cookbr01,University of Illinois at Urbana-Champaign,9,421,5649,2312,1115,252,.439,.382,.783,13.4,5.5,2.6,0.6,10.2,.086,-2.4,-0.6
701,25,DET,Carlos Delfino\delfica01,,8,507,11580,4115,1815,887,.401,.365,.758,22.8,8.1,3.6,1.7,22.5,.093,0.8,8.1
702,26,MIN,Ndudi Ebi\ebind01,,2,19,86,40,19,4,.486,.000,.462,4.5,2.1,1.0,0.2,0.1,.051,-5.4,-0.1
703,27,MEM,Kendrick Perkins\perkike01,,13,781,17147,4211,4531,811,.530,.000,.594,22.0,5.4,5.8,1.0,27.9,.078,-0.4,7.0
704,28,SAS,Leandro Barbosa\barbole01,,14,850,18386,9035,1720,1775,.459,.387,.821,21.6,10.6,2.0,2.1,37.4,.098,-0.4,7.4
705,29,DAL,Josh Howard\howarjo01,Wake Forest University,10,507,15350,7270,2886,817,.448,.332,.770,30.3,14.3,5.7,1.6,38.0,.119,0.6,10.3
706,30,NYK,Maciej Lampe\lampema01,,3,64,632,215,142,22,.407,.250,.676,9.9,3.4,2.2,0.3,-0.2,-.014,-8.7,-1.1
707,31,CLE,Jason Kapono\kaponja01,University of California Los Angeles,9,509,9068,3398,844,417,.442,.434,.835,17.8,6.7,1.7,0.8,10.3,.055,-3.0,-2.3
708,32,LAL,Luke Walton\waltolu01,University of Arizona,10,564,9685,2649,1588,1317,.429,.326,.715,17.2,4.7,2.8,2.3,13.5,.067,-1.2,1.9
709,33,MIA,Jerome Beasley\beaslje01,University of North Dakota,1,2,5,2,1,0,.333,,,2.5,1.0,0.5,0.0,0.0,-.117,-22.4,0.0
710,34,LAC,Sofoklis Schortsanitis\schorso01,,,,,,,,,,,,,,,,,,
711,35,MIL,Szymon Szewczyk\szewcsz01,,,,,,,,,,,,,,,,,,
712,36,CHI,Mario Austin\austima01,Mississippi State University,,,,,,,,,,,,,,,,,
713,37,ATL,Travis Hansen\hansetr01,Brigham Young University,1,41,507,123,70,19,.354,.300,.815,12.4,3.0,1.7,0.5,0.2,.019,-5.0,-0.4
714,38,WAS,Steve Blake\blakest01,University of Maryland,13,870,20823,5662,1816,3446,.401,.383,.779,23.9,6.5,2.1,4.0,29.1,.067,-1.8,1.3
715,39,NYK,Slavko Vranes\vranesl01,,1,1,3,0,0,0,.000,,,3.0,0.0,0.0,0.0,0.0,-.371,-21.4,0.0
716,40,GSW,Derrick Zimmerman\zimmede01,Mississippi State University,1,2,32,4,4,7,.667,,,16.0,2.0,2.0,3.5,0.0,.004,-9.7,-0.1
717,41,SEA,Willie Green\greenwi01,University of Detroit Mercy,12,731,14783,6059,1303,1018,.425,.346,.765,20.2,8.3,1.8,1.4,12.9,.042,-3.6,-5.9
718,42,ORL,Zaza Pachulia\pachuza01,,14,957,20313,6754,5705,1223,.465,.000,.747,21.2,7.1,6.0,1.3,46.9,.111,-0.4,8.4
719,43,MIL,Keith Bogans\boganke01,University of Kentucky,11,671,14527,4257,1817,866,.394,.353,.716,21.6,6.3,2.7,1.3,20.4,.068,-0.8,4.5
720,44,HOU,Malick Badiane,,,,,,,,,,,,,,,,,,
721,45,CHI,Matt Bonner\bonnema01,University of Florida,12,792,13356,4632,2371,552,.464,.414,.780,16.9,5.8,3.0,0.7,38.5,.138,1.0,10.1
722,46,DEN,Sani Becirovic\becirsa01,,,,,,,,,,,,,,,,,,
723,47,UTA,Mo Williams\willima01,University of Alabama,13,818,23872,10759,2264,3990,.434,.378,.871,29.2,13.2,2.8,4.9,40.0,.080,-0.5,8.9
724,48,NOH,James Lang\langja01,,1,11,55,11,11,2,.444,,.600,5.0,1.0,1.0,0.2,0.1,.047,-4.0,0.0
725,49,IND,James Jones\jonesja02,University of Miami,14,706,11056,3706,1270,364,.402,.403,.841,15.7,5.2,1.8,0.5,25.3,.110,-0.5,4.1
